epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.22049,1.21706,1.51033,1.54008,0.52929,0.69427,0.58018,0.34753,1.34973,2.08136,1.85252,0.00041441,0.00041441,0.00041441
2,13.002,1.44137,1.30966,1.67972,0.58861,0.33165,0.30181,0.15265,1.92039,3.67997,2.80886,0.000834763,0.000834763,0.000834763
3,19.0189,1.49941,1.51463,1.69016,0.16788,0.4115,0.20123,0.08749,2.27211,4.82235,3.00136,0.00124663,0.00124663,0.00124663
4,24.8752,1.59654,1.64228,1.76057,0.30851,0.25142,0.12309,0.05972,2.48419,5.08094,3.71358,0.00138656,0.00138656,0.00138656
5,31.2161,1.58577,1.71004,1.82183,0.08701,0.27938,0.06115,0.01447,2.68015,7.23456,3.93967,0.00137241,0.00137241,0.00137241
6,37.7194,1.57194,1.75443,1.81613,0.07985,0.2557,0.05031,0.0138,2.89746,14.6434,3.36986,0.00135826,0.00135826,0.00135826
7,43.7686,1.53273,1.56129,1.73546,0.24584,0.11949,0.06216,0.02483,2.84036,5.0816,3.6944,0.00134412,0.00134412,0.00134412
8,49.8985,1.48518,1.41462,1.6786,0.45391,0.48246,0.42021,0.18847,1.78532,2.71633,2.2725,0.00132997,0.00132997,0.00132997
9,56.499,1.4739,1.4941,1.65884,0.35834,0.52898,0.34498,0.16414,1.83166,3.10393,2.14157,0.00131582,0.00131582,0.00131582
10,62.6552,1.45855,1.45916,1.67147,0.65159,0.38918,0.42236,0.16993,1.90625,3.13414,2.2478,0.00130168,0.00130168,0.00130168
11,68.7197,1.42466,1.40488,1.60541,0.58584,0.49518,0.46288,0.21713,1.84173,2.47988,2.24129,0.00128753,0.00128753,0.00128753
12,75.3547,1.39665,1.39756,1.60001,0.49261,0.60431,0.48976,0.24605,1.72699,1.98834,2.15966,0.00127338,0.00127338,0.00127338
13,81.4358,1.43837,1.39477,1.63406,0.54872,0.43766,0.45073,0.22979,1.79956,2.18113,2.1737,0.00125923,0.00125923,0.00125923
14,87.4646,1.34094,1.30502,1.54988,0.62833,0.63141,0.5587,0.27301,1.70977,1.99071,2.00637,0.00124509,0.00124509,0.00124509
15,94.1096,1.32914,1.28292,1.56636,0.4898,0.55153,0.48584,0.23707,1.66709,2.07843,2.02262,0.00123094,0.00123094,0.00123094
16,100.329,1.31969,1.27774,1.52912,0.51511,0.50641,0.45486,0.21911,1.7354,2.08302,2.07634,0.00121679,0.00121679,0.00121679
17,106.462,1.36757,1.20835,1.57525,0.50406,0.65491,0.63453,0.32173,1.85093,1.57538,2.21275,0.00120265,0.00120265,0.00120265
18,112.916,1.33224,1.24476,1.55425,0.60492,0.51034,0.59401,0.31285,1.55301,1.84097,1.91541,0.0011885,0.0011885,0.0011885
19,119.402,1.30104,1.26805,1.54087,0.68934,0.46231,0.51728,0.27115,1.71645,2.1877,2.04067,0.00117435,0.00117435,0.00117435
20,125.352,1.24317,1.11005,1.5043,0.69519,0.73041,0.75745,0.45291,1.50074,1.38888,1.82997,0.00116021,0.00116021,0.00116021
21,131.545,1.28788,1.10102,1.4821,0.62472,0.68251,0.62263,0.36963,1.69495,1.80687,2.05482,0.00114606,0.00114606,0.00114606
22,138.148,1.25872,1.08257,1.44517,0.6228,0.76834,0.64432,0.38064,1.49923,1.60684,1.86765,0.00113191,0.00113191,0.00113191
23,144.327,1.24478,1.03897,1.46902,0.53646,0.73823,0.66823,0.38265,1.52596,1.5435,1.87276,0.00111776,0.00111776,0.00111776
24,150.506,1.20937,1.17877,1.45896,0.52696,0.71047,0.62227,0.35489,1.71802,1.6704,2.07692,0.00110362,0.00110362,0.00110362
25,157.131,1.24101,1.16038,1.45959,0.69064,0.66934,0.63094,0.33299,1.56038,1.53538,1.8753,0.00108947,0.00108947,0.00108947
26,163.3,1.22077,1.11983,1.44121,0.5383,0.75306,0.62363,0.33232,1.61996,1.71348,2.01722,0.00107532,0.00107532,0.00107532
27,169.409,1.19379,1.10852,1.45661,0.67664,0.75267,0.77426,0.41252,1.60522,1.20034,1.96897,0.00106118,0.00106118,0.00106118
28,175.948,1.14588,1.0448,1.41671,0.6926,0.70549,0.72462,0.42763,1.42765,1.20066,1.77109,0.00104703,0.00104703,0.00104703
29,182.364,1.12923,0.98243,1.38409,0.71047,0.76656,0.74947,0.44686,1.44803,1.19264,1.77419,0.00103288,0.00103288,0.00103288
30,188.808,1.1412,1.04942,1.4104,0.71148,0.72329,0.75213,0.41305,1.53017,1.33202,1.8185,0.00101873,0.00101873,0.00101873
31,195.211,1.11516,0.99023,1.39606,0.65449,0.61663,0.65098,0.35964,1.50034,1.54385,1.86587,0.00100459,0.00100459,0.00100459
32,201.723,1.12307,0.94803,1.383,0.68083,0.6283,0.64387,0.3635,1.49188,1.36845,1.80726,0.00099044,0.00099044,0.00099044
33,208.017,1.13807,0.95464,1.41131,0.71233,0.64779,0.6656,0.368,1.6737,1.56409,2.00412,0.000976293,0.000976293,0.000976293
34,214.216,1.18002,0.98821,1.41279,0.66008,0.63711,0.62773,0.37098,1.57554,1.4007,1.89992,0.000962146,0.000962146,0.000962146
35,220.659,1.18964,1.00484,1.44564,0.70001,0.67743,0.74662,0.39827,1.53837,1.28073,1.82574,0.000947999,0.000947999,0.000947999
