epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.0086,0.88878,3.82715,1.29014,0.37787,0.50501,0.35702,0.24917,0.94166,4.03316,1.3712,0.00032963,0.00032963,0.00032963
2,64.1765,1.05671,2.82778,1.39826,0.50403,0.56506,0.5027,0.33739,1.02921,3.12285,1.48597,0.000662801,0.000662801,0.000662801
3,95.6766,1.04669,2.3563,1.37377,0.49902,0.54289,0.58884,0.38312,1.02568,2.70731,1.40658,0.000995323,0.000995323,0.000995323
4,127.632,1.10583,2.16471,1.4023,0.55561,0.56035,0.55905,0.3653,1.15491,3.18343,1.60903,0.000997803,0.000997803,0.000997803
5,159.449,1.1263,1.98862,1.38511,0.70481,0.64502,0.7357,0.48912,1.00982,2.38522,1.38648,0.000996097,0.000996097,0.000996097
6,192.646,1.03165,1.81072,1.33574,0.73047,0.70973,0.76486,0.53048,0.96036,1.84725,1.33724,0.000993906,0.000993906,0.000993906
7,226.406,1.04649,1.70732,1.3202,0.67955,0.70516,0.71341,0.50266,0.97804,1.7642,1.33195,0.000991232,0.000991232,0.000991232
8,259.244,1.05138,1.65018,1.35345,0.65483,0.72798,0.75564,0.51013,1.03562,1.71348,1.35555,0.000988079,0.000988079,0.000988079
9,290.586,1.00917,1.54928,1.33009,0.73843,0.65394,0.74658,0.51416,1.0064,1.7241,1.40983,0.000984449,0.000984449,0.000984449
10,322.675,1.041,1.51714,1.30029,0.76224,0.76311,0.79298,0.57288,0.96513,1.42453,1.317,0.000980345,0.000980345,0.000980345
11,353.475,1.00127,1.40889,1.315,0.7919,0.67544,0.79096,0.58244,0.91555,1.35036,1.29246,0.000975773,0.000975773,0.000975773
12,384.922,0.96682,1.38538,1.27815,0.77396,0.62542,0.71135,0.50529,0.92676,1.58458,1.3033,0.000970736,0.000970736,0.000970736
13,416.664,0.99196,1.36101,1.27422,0.67523,0.72022,0.78213,0.58466,0.88921,1.47805,1.26348,0.000965239,0.000965239,0.000965239
14,447.605,0.95789,1.27438,1.25494,0.77409,0.61114,0.74811,0.53861,0.90479,1.53356,1.27693,0.000959289,0.000959289,0.000959289
15,478.081,0.93054,1.23837,1.24787,0.73638,0.55519,0.67632,0.49427,0.9531,1.79184,1.35629,0.000952889,0.000952889,0.000952889
16,509.645,0.95204,1.25679,1.25845,0.6997,0.7808,0.82139,0.58559,0.9122,1.21261,1.26539,0.000946048,0.000946048,0.000946048
17,540.471,0.99001,1.21281,1.28655,0.80507,0.7925,0.84895,0.61279,0.93122,1.19919,1.32239,0.000938772,0.000938772,0.000938772
18,572.557,0.95992,1.18098,1.26393,0.82891,0.7561,0.8269,0.61082,0.86404,1.06834,1.27679,0.000931067,0.000931067,0.000931067
19,605.399,0.90539,1.12431,1.24866,0.85881,0.74017,0.84789,0.63997,0.86476,1.07669,1.23218,0.000922942,0.000922942,0.000922942
20,637.277,0.8681,1.07599,1.22072,0.86161,0.73076,0.84732,0.62918,0.84401,1.09949,1.23009,0.000914405,0.000914405,0.000914405
21,668.5,0.90908,1.11266,1.23859,0.84482,0.78261,0.85155,0.63247,0.83946,1.03853,1.23193,0.000905463,0.000905463,0.000905463
22,700.404,0.87802,1.09457,1.20864,0.76012,0.82551,0.85894,0.65762,0.78745,1.00347,1.20246,0.000896127,0.000896127,0.000896127
23,731.175,0.89064,0.99827,1.21709,0.83843,0.66514,0.81988,0.62942,0.82252,1.1642,1.25234,0.000886404,0.000886404,0.000886404
24,762.669,0.87587,1.01129,1.22181,0.82311,0.78571,0.84741,0.64649,0.85062,0.95744,1.22512,0.000876305,0.000876305,0.000876305
25,794.715,0.86671,1.00251,1.20441,0.86223,0.75793,0.86896,0.67202,0.7844,0.96025,1.187,0.000865839,0.000865839,0.000865839
26,826.482,0.8629,1.00725,1.20355,0.81488,0.81139,0.85604,0.66084,0.82278,0.96007,1.21006,0.000855018,0.000855018,0.000855018
27,857.559,0.83697,0.95275,1.18244,0.81514,0.79457,0.84983,0.6247,0.8762,1.03908,1.27947,0.000843851,0.000843851,0.000843851
28,887.864,0.83232,0.93614,1.19497,0.84873,0.78786,0.87348,0.67457,0.80323,0.86819,1.19717,0.000832349,0.000832349,0.000832349
29,918.054,0.82824,0.93855,1.19709,0.82571,0.84746,0.89052,0.68268,0.81944,0.87919,1.19904,0.000820525,0.000820525,0.000820525
30,948.627,0.8518,0.91533,1.21452,0.81001,0.80085,0.87889,0.67325,0.81314,0.92896,1.21859,0.000808389,0.000808389,0.000808389
